measure,country,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),Mozambique,Males,15 to 19,Anxiety disorders,Rate,2019,364.1,562.15,212.49
YLDs (Years Lived with Disability),Mozambique,Females,15 to 19,Anxiety disorders,Rate,2019,511.65,782.13,314.48
YLDs (Years Lived with Disability),Mozambique,Males,20 to 24,Anxiety disorders,Rate,2019,428,706.4,235.26
YLDs (Years Lived with Disability),Mozambique,Females,20 to 24,Anxiety disorders,Rate,2019,597.95,976.97,327.03
YLDs (Years Lived with Disability),Mozambique,Males,25 to 29,Anxiety disorders,Rate,2019,450.83,739.79,250.49
YLDs (Years Lived with Disability),Mozambique,Females,25 to 29,Anxiety disorders,Rate,2019,626.01,1043.29,347.1
YLDs (Years Lived with Disability),Mozambique,Males,30 to 34,Anxiety disorders,Rate,2019,451.53,705.79,260.31
YLDs (Years Lived with Disability),Mozambique,Females,30 to 34,Anxiety disorders,Rate,2019,619.68,970.43,358.69
YLDs (Years Lived with Disability),Mozambique,Males,35 to 39,Anxiety disorders,Rate,2019,441.78,671.87,261.3
YLDs (Years Lived with Disability),Mozambique,Females,35 to 39,Anxiety disorders,Rate,2019,598.86,918.27,354.95
YLDs (Years Lived with Disability),Mozambique,Males,40 to 44,Anxiety disorders,Rate,2019,426.51,682.79,235.94
YLDs (Years Lived with Disability),Mozambique,Females,40 to 44,Anxiety disorders,Rate,2019,571.92,931.28,317.67
YLDs (Years Lived with Disability),Mozambique,Males,45 to 49,Anxiety disorders,Rate,2019,402.37,639.8,232.16
YLDs (Years Lived with Disability),Mozambique,Females,45 to 49,Anxiety disorders,Rate,2019,556.46,900.54,318.67
YLDs (Years Lived with Disability),Mozambique,Males,50 to 54,Anxiety disorders,Rate,2019,374.55,583.64,221.07
YLDs (Years Lived with Disability),Mozambique,Females,50 to 54,Anxiety disorders,Rate,2019,537.25,823.59,325.76
YLDs (Years Lived with Disability),Mozambique,Males,55 to 59,Anxiety disorders,Rate,2019,346.39,518.58,208.55
YLDs (Years Lived with Disability),Mozambique,Females,55 to 59,Anxiety disorders,Rate,2019,523.07,785.96,316
YLDs (Years Lived with Disability),Mozambique,Males,60 to 64,Anxiety disorders,Rate,2019,317.21,490.48,182.66
YLDs (Years Lived with Disability),Mozambique,Females,60 to 64,Anxiety disorders,Rate,2019,507.91,777.02,301.72
YLDs (Years Lived with Disability),Mozambique,Males,65 to 69,Anxiety disorders,Rate,2019,292.31,471.24,168.74
YLDs (Years Lived with Disability),Mozambique,Females,65 to 69,Anxiety disorders,Rate,2019,488.92,779.44,288.86
YLDs (Years Lived with Disability),Mozambique,Males,70 to 74,Anxiety disorders,Rate,2019,266.6,430.8,156.67
YLDs (Years Lived with Disability),Mozambique,Females,70 to 74,Anxiety disorders,Rate,2019,465.73,743.18,276.84
YLDs (Years Lived with Disability),Mozambique,Males,75 to 79,Anxiety disorders,Rate,2019,239.62,372.59,141.98
YLDs (Years Lived with Disability),Mozambique,Females,75 to 79,Anxiety disorders,Rate,2019,439.32,693.31,274.26
YLDs (Years Lived with Disability),Mozambique,Males,80 to 84,Anxiety disorders,Rate,2019,212.01,333.22,120.11
YLDs (Years Lived with Disability),Mozambique,Females,80 to 84,Anxiety disorders,Rate,2019,406.12,635.89,245.35
YLDs (Years Lived with Disability),Mozambique,Males,85 to 89,Anxiety disorders,Rate,2019,178.78,294.73,98.97
YLDs (Years Lived with Disability),Mozambique,Females,85 to 89,Anxiety disorders,Rate,2019,365.46,571.56,220.03
YLDs (Years Lived with Disability),Mozambique,Males,90 to 94,Anxiety disorders,Rate,2019,142.64,235.21,76.55
YLDs (Years Lived with Disability),Mozambique,Females,90 to 94,Anxiety disorders,Rate,2019,317.27,500.05,178.47
YLDs (Years Lived with Disability),Mozambique,Males,95 plus,Anxiety disorders,Rate,2019,102.33,177.05,49.51
YLDs (Years Lived with Disability),Mozambique,Females,95 plus,Anxiety disorders,Rate,2019,260.88,417.6,135.53
YLLs (Years of Life Lost),Pakistan,Males,10 to 14,Self-harm,Rate,2019,219.08,392.41,110.77
YLLs (Years of Life Lost),Pakistan,Females,10 to 14,Self-harm,Rate,2019,59.78,99.36,35.48
YLLs (Years of Life Lost),Pakistan,Males,15 to 19,Self-harm,Rate,2019,993.76,1699.54,500.05
YLLs (Years of Life Lost),Pakistan,Females,15 to 19,Self-harm,Rate,2019,406.45,587.4,265.61
YLLs (Years of Life Lost),Pakistan,Males,20 to 24,Self-harm,Rate,2019,1689.4,2988.16,756.53
YLLs (Years of Life Lost),Pakistan,Females,20 to 24,Self-harm,Rate,2019,442.08,645.32,275.76
YLLs (Years of Life Lost),Pakistan,Males,25 to 29,Self-harm,Rate,2019,1647.09,2800.21,784.8
YLLs (Years of Life Lost),Pakistan,Females,25 to 29,Self-harm,Rate,2019,411.81,594.04,262.65
YLLs (Years of Life Lost),Pakistan,Males,30 to 34,Self-harm,Rate,2019,1304.88,2265.47,602.78
YLLs (Years of Life Lost),Pakistan,Females,30 to 34,Self-harm,Rate,2019,332.22,486.85,214.85
YLLs (Years of Life Lost),Pakistan,Males,35 to 39,Self-harm,Rate,2019,976.43,1847.6,430.85
YLLs (Years of Life Lost),Pakistan,Females,35 to 39,Self-harm,Rate,2019,335.13,512.44,211.91
YLLs (Years of Life Lost),Pakistan,Males,40 to 44,Self-harm,Rate,2019,822.06,1613.76,382.91
YLLs (Years of Life Lost),Pakistan,Females,40 to 44,Self-harm,Rate,2019,296.72,451.19,188.15
YLLs (Years of Life Lost),Pakistan,Males,45 to 49,Self-harm,Rate,2019,627.99,1312.51,275.93
YLLs (Years of Life Lost),Pakistan,Females,45 to 49,Self-harm,Rate,2019,243.18,379.16,152.01
YLLs (Years of Life Lost),Pakistan,Males,50 to 54,Self-harm,Rate,2019,498.15,1084.4,216.12
YLLs (Years of Life Lost),Pakistan,Females,50 to 54,Self-harm,Rate,2019,165.41,260.74,104.41
YLLs (Years of Life Lost),Pakistan,Males,55 to 59,Self-harm,Rate,2019,427.27,958.88,178.71
YLLs (Years of Life Lost),Pakistan,Females,55 to 59,Self-harm,Rate,2019,118.91,195.95,73.82
YLLs (Years of Life Lost),Pakistan,Males,60 to 64,Self-harm,Rate,2019,326.52,737.31,135.56
YLLs (Years of Life Lost),Pakistan,Females,60 to 64,Self-harm,Rate,2019,107.33,172.43,69
YLLs (Years of Life Lost),Pakistan,Males,65 to 69,Self-harm,Rate,2019,282.13,644.22,121.38
YLLs (Years of Life Lost),Pakistan,Females,65 to 69,Self-harm,Rate,2019,94.22,148.75,60.4
YLLs (Years of Life Lost),Pakistan,Males,70 to 74,Self-harm,Rate,2019,210.72,498.81,87.34
YLLs (Years of Life Lost),Pakistan,Females,70 to 74,Self-harm,Rate,2019,83.08,129.54,55.69
YLLs (Years of Life Lost),Pakistan,Males,75 to 79,Self-harm,Rate,2019,228.06,522.56,93.36
YLLs (Years of Life Lost),Pakistan,Females,75 to 79,Self-harm,Rate,2019,77.56,122.11,50.76
YLLs (Years of Life Lost),Pakistan,Males,80 to 84,Self-harm,Rate,2019,243.81,557.88,103.37
YLLs (Years of Life Lost),Pakistan,Females,80 to 84,Self-harm,Rate,2019,65.35,100.43,41.06
YLLs (Years of Life Lost),Pakistan,Males,85 to 89,Self-harm,Rate,2019,232.77,514.78,99.99
YLLs (Years of Life Lost),Pakistan,Females,85 to 89,Self-harm,Rate,2019,50.19,78.09,30.02
YLLs (Years of Life Lost),Pakistan,Males,90 to 94,Self-harm,Rate,2019,202.52,421.79,93.2
YLLs (Years of Life Lost),Pakistan,Females,90 to 94,Self-harm,Rate,2019,35.08,51.75,22.55
YLLs (Years of Life Lost),Pakistan,Males,95 plus,Self-harm,Rate,2019,170.49,344.7,69.64
YLLs (Years of Life Lost),Pakistan,Females,95 plus,Self-harm,Rate,2019,28.89,42.7,18.01
YLLs (Years of Life Lost),Mozambique,Males,10 to 14,Self-harm,Rate,2019,194.67,366.4,93.22
YLLs (Years of Life Lost),Mozambique,Females,10 to 14,Self-harm,Rate,2019,46.13,85.08,22.29
YLLs (Years of Life Lost),Mozambique,Males,15 to 19,Self-harm,Rate,2019,578.8,914.25,326.87
YLLs (Years of Life Lost),Mozambique,Females,15 to 19,Self-harm,Rate,2019,158.01,282.26,77.11
YLLs (Years of Life Lost),Mozambique,Males,20 to 24,Self-harm,Rate,2019,1034.33,1608.77,566.57
YLLs (Years of Life Lost),Mozambique,Females,20 to 24,Self-harm,Rate,2019,176.99,314.39,90.93
YLLs (Years of Life Lost),Mozambique,Males,25 to 29,Self-harm,Rate,2019,1056.6,1722.7,590.69
YLLs (Years of Life Lost),Mozambique,Females,25 to 29,Self-harm,Rate,2019,170.95,290.94,86.54
YLLs (Years of Life Lost),Mozambique,Males,30 to 34,Self-harm,Rate,2019,1010.64,1687.03,571.51
YLLs (Years of Life Lost),Mozambique,Females,30 to 34,Self-harm,Rate,2019,161.22,275.4,82.99
YLLs (Years of Life Lost),Mozambique,Males,35 to 39,Self-harm,Rate,2019,1180.97,1866.03,677.03
YLLs (Years of Life Lost),Mozambique,Females,35 to 39,Self-harm,Rate,2019,212.9,365.89,109.22
YLLs (Years of Life Lost),Mozambique,Males,40 to 44,Self-harm,Rate,2019,1338.36,2071.84,779.81
YLLs (Years of Life Lost),Mozambique,Females,40 to 44,Self-harm,Rate,2019,213.66,359.9,115.18
YLLs (Years of Life Lost),Mozambique,Males,45 to 49,Self-harm,Rate,2019,1629,2482.7,977.88
YLLs (Years of Life Lost),Mozambique,Females,45 to 49,Self-harm,Rate,2019,271.16,467.5,141.5
YLLs (Years of Life Lost),Mozambique,Males,50 to 54,Self-harm,Rate,2019,1997.05,3050.65,1171.86
YLLs (Years of Life Lost),Mozambique,Females,50 to 54,Self-harm,Rate,2019,346.98,593.82,179.57
YLLs (Years of Life Lost),Mozambique,Males,55 to 59,Self-harm,Rate,2019,2061.43,3041.01,1285.58
YLLs (Years of Life Lost),Mozambique,Females,55 to 59,Self-harm,Rate,2019,364.24,629.08,188.22
YLLs (Years of Life Lost),Mozambique,Males,60 to 64,Self-harm,Rate,2019,1915.19,2890.14,1190.34
YLLs (Years of Life Lost),Mozambique,Females,60 to 64,Self-harm,Rate,2019,403.96,640.11,230.79
YLLs (Years of Life Lost),Mozambique,Males,65 to 69,Self-harm,Rate,2019,1903.65,2894.73,1204.49
YLLs (Years of Life Lost),Mozambique,Females,65 to 69,Self-harm,Rate,2019,415.1,680.46,251.23
YLLs (Years of Life Lost),Mozambique,Males,70 to 74,Self-harm,Rate,2019,2168.53,3206.56,1352.41
YLLs (Years of Life Lost),Mozambique,Females,70 to 74,Self-harm,Rate,2019,426.71,657.58,273.17
YLLs (Years of Life Lost),Mozambique,Males,75 to 79,Self-harm,Rate,2019,2327.36,3391.46,1450
YLLs (Years of Life Lost),Mozambique,Females,75 to 79,Self-harm,Rate,2019,438.63,693.05,261.75
YLLs (Years of Life Lost),Mozambique,Males,80 to 84,Self-harm,Rate,2019,2276.95,3387.89,1418.76
YLLs (Years of Life Lost),Mozambique,Females,80 to 84,Self-harm,Rate,2019,378.58,605.62,228.64
YLLs (Years of Life Lost),Mozambique,Males,85 to 89,Self-harm,Rate,2019,1785.83,2558.26,1166.98
YLLs (Years of Life Lost),Mozambique,Females,85 to 89,Self-harm,Rate,2019,325.15,527.74,190.45
YLLs (Years of Life Lost),Mozambique,Males,90 to 94,Self-harm,Rate,2019,1266.5,1864.9,794.43
YLLs (Years of Life Lost),Mozambique,Females,90 to 94,Self-harm,Rate,2019,238.92,374.71,141.24
YLLs (Years of Life Lost),Mozambique,Males,95 plus,Self-harm,Rate,2019,740.47,1142.11,426.55
YLLs (Years of Life Lost),Mozambique,Females,95 plus,Self-harm,Rate,2019,427.17,650.09,253.65
YLLs (Years of Life Lost),Nigeria,Males,10 to 14,Self-harm,Rate,2019,91.3,149.99,54.38
YLLs (Years of Life Lost),Nigeria,Females,10 to 14,Self-harm,Rate,2019,30.95,53.1,15.57
YLLs (Years of Life Lost),Nigeria,Males,15 to 19,Self-harm,Rate,2019,194.93,308.29,119.45
YLLs (Years of Life Lost),Nigeria,Females,15 to 19,Self-harm,Rate,2019,74.79,130.26,39.94
YLLs (Years of Life Lost),Nigeria,Males,20 to 24,Self-harm,Rate,2019,337.14,538.89,201.14
YLLs (Years of Life Lost),Nigeria,Females,20 to 24,Self-harm,Rate,2019,86.51,157.1,45.31
YLLs (Years of Life Lost),Nigeria,Males,25 to 29,Self-harm,Rate,2019,424.06,694.88,251.52
YLLs (Years of Life Lost),Nigeria,Females,25 to 29,Self-harm,Rate,2019,97.87,174.54,49.63
YLLs (Years of Life Lost),Nigeria,Males,30 to 34,Self-harm,Rate,2019,425.21,680.77,253.46
YLLs (Years of Life Lost),Nigeria,Females,30 to 34,Self-harm,Rate,2019,93.24,164.03,48.65
YLLs (Years of Life Lost),Nigeria,Males,35 to 39,Self-harm,Rate,2019,456.56,709.5,284.51
YLLs (Years of Life Lost),Nigeria,Females,35 to 39,Self-harm,Rate,2019,116.96,200.36,59.05
YLLs (Years of Life Lost),Nigeria,Males,40 to 44,Self-harm,Rate,2019,455.94,742.09,279.89
YLLs (Years of Life Lost),Nigeria,Females,40 to 44,Self-harm,Rate,2019,113.32,193.8,54.94
YLLs (Years of Life Lost),Nigeria,Males,45 to 49,Self-harm,Rate,2019,522.12,862.89,311.1
YLLs (Years of Life Lost),Nigeria,Females,45 to 49,Self-harm,Rate,2019,152.23,258.19,70.76
YLLs (Years of Life Lost),Nigeria,Males,50 to 54,Self-harm,Rate,2019,589.42,1024.2,341.19
YLLs (Years of Life Lost),Nigeria,Females,50 to 54,Self-harm,Rate,2019,202.38,340.1,91.88
YLLs (Years of Life Lost),Nigeria,Males,55 to 59,Self-harm,Rate,2019,574.18,1043.75,314.24
YLLs (Years of Life Lost),Nigeria,Females,55 to 59,Self-harm,Rate,2019,240.97,401.13,105.69
YLLs (Years of Life Lost),Nigeria,Males,60 to 64,Self-harm,Rate,2019,627.05,1133,346.3
YLLs (Years of Life Lost),Nigeria,Females,60 to 64,Self-harm,Rate,2019,268.58,436.72,116.1
YLLs (Years of Life Lost),Nigeria,Males,65 to 69,Self-harm,Rate,2019,729.78,1318.23,404.58
YLLs (Years of Life Lost),Nigeria,Females,65 to 69,Self-harm,Rate,2019,308.51,477.94,138.33
YLLs (Years of Life Lost),Nigeria,Males,70 to 74,Self-harm,Rate,2019,811.69,1431.7,470.86
YLLs (Years of Life Lost),Nigeria,Females,70 to 74,Self-harm,Rate,2019,333.6,515.09,153.2
YLLs (Years of Life Lost),Nigeria,Males,75 to 79,Self-harm,Rate,2019,943.26,1588.44,574.47
YLLs (Years of Life Lost),Nigeria,Females,75 to 79,Self-harm,Rate,2019,335.55,489.9,163.8
YLLs (Years of Life Lost),Nigeria,Males,80 to 84,Self-harm,Rate,2019,1037.62,1655.83,676.01
YLLs (Years of Life Lost),Nigeria,Females,80 to 84,Self-harm,Rate,2019,300.32,433.63,151.01
YLLs (Years of Life Lost),Nigeria,Males,85 to 89,Self-harm,Rate,2019,955.7,1523.93,634.99
YLLs (Years of Life Lost),Nigeria,Females,85 to 89,Self-harm,Rate,2019,247.43,367.89,123.96
YLLs (Years of Life Lost),Nigeria,Males,90 to 94,Self-harm,Rate,2019,717.37,1110.47,474.41
YLLs (Years of Life Lost),Nigeria,Females,90 to 94,Self-harm,Rate,2019,168.13,252.87,84.49
YLLs (Years of Life Lost),Nigeria,Males,95 plus,Self-harm,Rate,2019,539.62,781.96,354.47
YLLs (Years of Life Lost),Nigeria,Females,95 plus,Self-harm,Rate,2019,345.93,532.8,178.84
YLLs (Years of Life Lost),Morocco,Males,10 to 14,All causes,Rate,2019,2433.1,2936.8,2023.96
YLLs (Years of Life Lost),Morocco,Females,10 to 14,All causes,Rate,2019,1912.59,2149.33,1711.85
YLLs (Years of Life Lost),Morocco,Males,15 to 19,All causes,Rate,2019,5817.56,7208.06,4628.62
YLLs (Years of Life Lost),Morocco,Females,15 to 19,All causes,Rate,2019,3107.99,4046.22,2468.54
YLLs (Years of Life Lost),Morocco,Males,20 to 24,All causes,Rate,2019,6724.24,9848.23,5338.99
YLLs (Years of Life Lost),Morocco,Females,20 to 24,All causes,Rate,2019,3493.73,5513.67,2685.7
YLLs (Years of Life Lost),Morocco,Males,25 to 29,All causes,Rate,2019,6099.14,9938.42,4781.18
YLLs (Years of Life Lost),Morocco,Females,25 to 29,All causes,Rate,2019,3983.29,6669.17,3044.01
YLLs (Years of Life Lost),Morocco,Males,30 to 34,All causes,Rate,2019,6428.28,10805.81,4932.97
YLLs (Years of Life Lost),Morocco,Females,30 to 34,All causes,Rate,2019,5064.29,8262.89,3913.15
YLLs (Years of Life Lost),Morocco,Males,35 to 39,All causes,Rate,2019,7847.24,12613.19,5943.02
YLLs (Years of Life Lost),Morocco,Females,35 to 39,All causes,Rate,2019,7077.45,11154.07,5278.19
YLLs (Years of Life Lost),Morocco,Males,40 to 44,All causes,Rate,2019,11026.72,17064.77,8128.8
YLLs (Years of Life Lost),Morocco,Females,40 to 44,All causes,Rate,2019,10400.3,15569.94,7568.07
YLLs (Years of Life Lost),Morocco,Males,45 to 49,All causes,Rate,2019,16580.45,23847.38,12224.57
YLLs (Years of Life Lost),Morocco,Females,45 to 49,All causes,Rate,2019,15554.51,21660.97,11198.57
YLLs (Years of Life Lost),Morocco,Males,50 to 54,All causes,Rate,2019,25039.56,33401.61,17962.75
YLLs (Years of Life Lost),Morocco,Females,50 to 54,All causes,Rate,2019,22069.37,29562.74,15878.31
YLLs (Years of Life Lost),Morocco,Males,55 to 59,All causes,Rate,2019,36994.58,45903.88,26228.49
YLLs (Years of Life Lost),Morocco,Females,55 to 59,All causes,Rate,2019,30564.66,39100.14,22629.89
YLLs (Years of Life Lost),Morocco,Males,60 to 64,All causes,Rate,2019,53297.76,61849.72,38618.99
YLLs (Years of Life Lost),Morocco,Females,60 to 64,All causes,Rate,2019,40939.51,49576.18,32232.07
YLLs (Years of Life Lost),Morocco,Males,65 to 69,All causes,Rate,2019,70737.3,79773.81,52832.97
YLLs (Years of Life Lost),Morocco,Females,65 to 69,All causes,Rate,2019,52738.4,61414.63,44137.65
YLLs (Years of Life Lost),Morocco,Males,70 to 74,All causes,Rate,2019,92795.5,101751.35,70695.94
YLLs (Years of Life Lost),Morocco,Females,70 to 74,All causes,Rate,2019,69821.94,78798.71,59141.55
YLLs (Years of Life Lost),Morocco,Males,75 to 79,All causes,Rate,2019,113954.69,122574.56,91764.71
YLLs (Years of Life Lost),Morocco,Females,75 to 79,All causes,Rate,2019,90510.14,99232.33,79463.62
YLLs (Years of Life Lost),Morocco,Males,80 to 84,All causes,Rate,2019,135364.43,142081.2,114064.37
YLLs (Years of Life Lost),Morocco,Females,80 to 84,All causes,Rate,2019,114212.92,123033.18,102332.93
YLLs (Years of Life Lost),Morocco,Males,85 to 89,All causes,Rate,2019,154500.84,163315.17,135533.31
YLLs (Years of Life Lost),Morocco,Females,85 to 89,All causes,Rate,2019,141765.19,152339.92,128457.14
YLLs (Years of Life Lost),Morocco,Males,90 to 94,All causes,Rate,2019,177948.1,190177.04,151055.18
YLLs (Years of Life Lost),Morocco,Females,90 to 94,All causes,Rate,2019,165413.55,177951.43,139033.17
YLLs (Years of Life Lost),Morocco,Males,95 plus,All causes,Rate,2019,201668.6,215270.3,170321.52
YLLs (Years of Life Lost),Morocco,Females,95 plus,All causes,Rate,2019,191136.53,203163.52,157252.17
YLLs (Years of Life Lost),Mozambique,Males,10 to 14,All causes,Rate,2019,10437.69,12659.03,8383.11
YLLs (Years of Life Lost),Mozambique,Females,10 to 14,All causes,Rate,2019,7460.39,9373.15,5842.33
YLLs (Years of Life Lost),Mozambique,Males,15 to 19,All causes,Rate,2019,20377.97,24622.12,15579.94
YLLs (Years of Life Lost),Mozambique,Females,15 to 19,All causes,Rate,2019,15452.32,21873.29,10670.66
YLLs (Years of Life Lost),Mozambique,Males,20 to 24,All causes,Rate,2019,25448.59,32253.3,19933.42
YLLs (Years of Life Lost),Mozambique,Females,20 to 24,All causes,Rate,2019,22079.92,31022.12,16259.51
YLLs (Years of Life Lost),Mozambique,Males,25 to 29,All causes,Rate,2019,33681.97,45905.41,24779.15
