measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Slovakia,Male,10 to 14,Self-harm,Percent,2019,0.05958607822440457,0.1019504715316639,0.03014857616787736
Deaths,Slovakia,Female,10 to 14,Self-harm,Percent,2019,0.027809214238378052,0.043265847488046044,0.01703002079343256
Deaths,Slovakia,Male,10 to 14,Self-harm,Rate,2019,0.875012006576618,1.5232828120926805,0.418677422127261
Deaths,Slovakia,Female,10 to 14,Self-harm,Rate,2019,0.31562652358190735,0.49976509703248884,0.1847439211285937
Deaths,Slovakia,Male,15 to 19,Self-harm,Number,2019,9.867703515325182,14.660424050873164,6.347884354469869
Deaths,Slovakia,Female,15 to 19,Self-harm,Number,2019,2.6318756412504567,3.7057227691926444,1.768413316324405
Deaths,Slovakia,Male,15 to 19,Self-harm,Percent,2019,0.17460132682612534,0.2399299275186823,0.11927980375466297
Deaths,Slovakia,Female,15 to 19,Self-harm,Percent,2019,0.09988863718033456,0.13514481472436457,0.07012904073018252
Deaths,Slovakia,Male,15 to 19,Self-harm,Rate,2019,7.279323498284884,10.814873908868673,4.682781933417744
Deaths,Slovakia,Female,15 to 19,Self-harm,Rate,2019,2.048445628778268,2.8842440307742496,1.3763942607777964
Deaths,Slovakia,Male,20 to 24,Self-harm,Number,2019,23.91666065262649,33.092736624900404,16.330109214158202
Deaths,Slovakia,Female,20 to 24,Self-harm,Number,2019,3.8752834967457193,5.478088851997341,2.535298448820898
Deaths,Slovakia,Male,20 to 24,Self-harm,Percent,2019,0.216075323971421,0.28247340120283315,0.15574137362408313
Deaths,Slovakia,Female,20 to 24,Self-harm,Percent,2019,0.10408890383600881,0.13674953157555633,0.07709643960822372
Deaths,Slovakia,Male,20 to 24,Self-harm,Rate,2019,15.679991339157258,21.69591445913111,10.706175697541346
Deaths,Slovakia,Female,20 to 24,Self-harm,Rate,2019,2.667532201689385,3.7708153296887383,1.7451601305561593
Deaths,Slovakia,Male,25 to 29,Self-harm,Number,2019,34.12360355773142,45.6363099155906,24.08231712199321
Deaths,Slovakia,Female,25 to 29,Self-harm,Number,2019,4.6817745667526385,6.9760270461311835,2.9947452581617333
Deaths,Slovakia,Male,25 to 29,Self-harm,Percent,2019,0.22267274142169421,0.284200848746837,0.1597350962683596
Deaths,Slovakia,Female,25 to 29,Self-harm,Percent,2019,0.09481213938816771,0.12545982189056373,0.06663820355023983
Deaths,Slovakia,Male,25 to 29,Self-harm,Rate,2019,18.006646044345405,24.08177313482782,12.707970880325169
Deaths,Slovakia,Female,25 to 29,Self-harm,Rate,2019,2.577649232067178,3.840798078155308,1.6488198448845306
Deaths,Slovakia,Male,30 to 34,Self-harm,Number,2019,42.29448535376619,57.433049015784874,29.77488645641632
Deaths,Slovakia,Female,30 to 34,Self-harm,Number,2019,6.247620370553713,9.134282586508071,4.048432119434236
Deaths,Slovakia,Male,30 to 34,Self-harm,Percent,2019,0.19151259838178933,0.2420348043670954,0.1407085667943375
Deaths,Slovakia,Female,30 to 34,Self-harm,Percent,2019,0.0761012220225295,0.1012192632503387,0.05554202072760236
Deaths,Slovakia,Male,30 to 34,Self-harm,Rate,2019,20.028829926275957,27.1977956762676,14.100092055065893
Deaths,Slovakia,Female,30 to 34,Self-harm,Rate,2019,3.0930130754178693,4.522114629081941,2.004259660105118
Deaths,Slovakia,Male,35 to 39,Self-harm,Number,2019,50.578856731600446,69.60582288005213,33.89779499568732
Deaths,Slovakia,Female,35 to 39,Self-harm,Number,2019,7.387015956152596,10.898892454456922,4.851582993803461
Deaths,Slovakia,Male,35 to 39,Self-harm,Percent,2019,0.14302476975557368,0.18516399988872978,0.10270752402581818
Deaths,Slovakia,Female,35 to 39,Self-harm,Percent,2019,0.05282524515182646,0.07029679635450876,0.03882384844419405
Deaths,Slovakia,Male,35 to 39,Self-harm,Rate,2019,22.33835547433731,30.741691589223144,14.971097477115991
Deaths,Slovakia,Female,35 to 39,Self-harm,Rate,2019,3.4576738707262917,5.101493740276029,2.2709023303736484
Deaths,Slovakia,Male,40 to 44,Self-harm,Number,2019,63.164092360388445,89.90751965224308,40.70160647158112
Deaths,Slovakia,Female,40 to 44,Self-harm,Number,2019,9.313615699770107,13.82985057834239,6.208005188954377
Deaths,Slovakia,Male,40 to 44,Self-harm,Percent,2019,0.10343237046294691,0.13639241367235408,0.07092997851695909
Deaths,Slovakia,Female,40 to 44,Self-harm,Percent,2019,0.039028666932687826,0.0518120222456781,0.027715301155695184
Deaths,Slovakia,Male,40 to 44,Self-harm,Rate,2019,27.0550082835431,38.5099919597624,17.433675670652285
Deaths,Slovakia,Female,40 to 44,Self-harm,Rate,2019,4.205727188237732,6.24511258157618,2.8033340701990452
Deaths,Slovakia,Male,45 to 49,Self-harm,Number,2019,58.59949168545878,88.58351776443243,38.605093057706725
Deaths,Slovakia,Female,45 to 49,Self-harm,Number,2019,10.605205858963556,15.395490876271664,7.035497381584048
Deaths,Slovakia,Male,45 to 49,Self-harm,Percent,2019,0.06660872382821531,0.09088272013677748,0.04670535075494853
Deaths,Slovakia,Female,45 to 49,Self-harm,Percent,2019,0.029484495025610902,0.038354854663172865,0.021943502460712357
Deaths,Slovakia,Male,45 to 49,Self-harm,Rate,2019,29.649191869088575,44.82000848632299,19.532760067882933
Deaths,Slovakia,Female,45 to 49,Self-harm,Rate,2019,5.510418197983271,7.999429169004716,3.6556134146681454
Deaths,Slovakia,Male,50 to 54,Self-harm,Number,2019,60.57367302558699,89.7450481088188,38.01339522059885
Deaths,Slovakia,Female,50 to 54,Self-harm,Number,2019,11.927048339447902,17.39677579620757,7.876746007404921
Deaths,Slovakia,Male,50 to 54,Self-harm,Percent,2019,0.047229716853275955,0.06348826791070322,0.03166665276283878
Deaths,Slovakia,Female,50 to 54,Self-harm,Percent,2019,0.0220140805726136,0.028621538079240262,0.016293330243724483
Deaths,Slovakia,Male,50 to 54,Self-harm,Rate,2019,34.853207914803875,51.63799163606056,21.872353136180006
Deaths,Slovakia,Female,50 to 54,Self-harm,Rate,2019,6.803596203943357,9.923715776053463,4.493165258512462
Deaths,Slovakia,Male,55 to 59,Self-harm,Number,2019,61.59542299326287,89.50810329741036,36.49512675946698
Deaths,Slovakia,Female,55 to 59,Self-harm,Number,2019,11.748544611622926,17.167875484716753,7.753917820711374
Deaths,Slovakia,Male,55 to 59,Self-harm,Percent,2019,0.03012111291231042,0.04024120480445517,0.019610631119239323
Deaths,Slovakia,Female,55 to 59,Self-harm,Percent,2019,0.013322014330138961,0.018264107318762855,0.009430618518973543
Deaths,Slovakia,Male,55 to 59,Self-harm,Rate,2019,35.261041460268,51.23999135041489,20.892074690420635
Deaths,Slovakia,Female,55 to 59,Self-harm,Rate,2019,6.435367287086261,9.403852812016924,4.247275789445057
Deaths,Slovakia,Male,60 to 64,Self-harm,Number,2019,53.459391165945,76.66106052510258,34.322061233199584
Deaths,Slovakia,Female,60 to 64,Self-harm,Number,2019,11.485833423387927,16.350882054480753,7.62615529068973
Deaths,Slovakia,Male,60 to 64,Self-harm,Percent,2019,0.016744602284041826,0.022381802847354755,0.011747978089915971
Deaths,Slovakia,Female,60 to 64,Self-harm,Percent,2019,0.007648954248048114,0.010404054774553188,0.005560532365429156
Deaths,Slovakia,Male,60 to 64,Self-harm,Rate,2019,31.257580240574406,44.82354172820042,20.068028453381654
Deaths,Slovakia,Female,60 to 64,Self-harm,Rate,2019,5.989748979189834,8.526823912947807,3.9769648560755675
Deaths,Slovakia,Male,65 to 69,Self-harm,Number,2019,44.17525269864789,63.82038100171287,29.114713963052207
Deaths,Slovakia,Female,65 to 69,Self-harm,Number,2019,9.917371865678012,14.544573895101712,6.596138648249545
Deaths,Slovakia,Male,65 to 69,Self-harm,Percent,2019,0.011301644557083256,0.015258783715709058,0.007861091061495025
Deaths,Slovakia,Female,65 to 69,Self-harm,Percent,2019,0.004497286382767886,0.0063704383640092585,0.003092756183715852
Deaths,Slovakia,Male,65 to 69,Self-harm,Rate,2019,30.30509508447897,43.78204076790222,19.97326831442689
Deaths,Slovakia,Female,65 to 69,Self-harm,Rate,2019,5.546799895626319,8.134800434627444,3.6892295318953408
Deaths,Slovakia,Male,70 to 74,Self-harm,Number,2019,31.184065904461587,45.054799056680984,20.515654447184215
Deaths,Slovakia,Female,70 to 74,Self-harm,Number,2019,7.4098591221219445,10.938200355261102,4.731392766432022
Deaths,Slovakia,Male,70 to 74,Self-harm,Percent,2019,0.008442621300551567,0.01145505535235277,0.005814952597275262
Deaths,Slovakia,Female,70 to 74,Self-harm,Percent,2019,0.0027158153106046166,0.0038323776187742307,0.001825200830572117
Deaths,Slovakia,Male,70 to 74,Self-harm,Rate,2019,33.281990287837196,48.08588428522948,21.895855856375594
Deaths,Slovakia,Female,70 to 74,Self-harm,Rate,2019,5.607466774884072,8.277565613364487,3.5805171595619667
Deaths,Slovakia,Male,75 to 79,Self-harm,Number,2019,21.52338820749,30.81578034823691,14.378426393677573
Deaths,Slovakia,Female,75 to 79,Self-harm,Number,2019,5.821067143384835,8.426894827917934,3.862390453474025
Deaths,Slovakia,Male,75 to 79,Self-harm,Percent,2019,0.006055240114435479,0.008148877207468083,0.004228482082335491
Deaths,Slovakia,Female,75 to 79,Self-harm,Percent,2019,0.001579698141807627,0.002176545479223334,0.0011350524639709104
Deaths,Slovakia,Male,75 to 79,Self-harm,Rate,2019,37.287975997059334,53.386486685021424,24.909759238387956
Deaths,Slovakia,Female,75 to 79,Self-harm,Rate,2019,5.919062110160068,8.568757695728811,3.9274120061959024
Deaths,Slovakia,Male,80 to 84,Self-harm,Number,2019,13.81798420893055,19.674124291122983,8.984267833100272
Deaths,Slovakia,Female,80 to 84,Self-harm,Number,2019,4.778740780980398,6.787961761525453,3.192018073335789
Deaths,Slovakia,Male,80 to 84,Self-harm,Percent,2019,0.0043918328276119556,0.005962630025368693,0.003011085067415991
Deaths,Slovakia,Female,80 to 84,Self-harm,Percent,2019,0.0009739959791044523,0.0013600520316226236,0.0006846929883518219
Deaths,Slovakia,Male,80 to 84,Self-harm,Rate,2019,42.82131326852063,60.96922871061767,27.8418430324184
Deaths,Slovakia,Female,80 to 84,Self-harm,Rate,2019,7.203088910631641,10.231626767628235,4.811390916638872
Deaths,Slovakia,Male,85 to 89,Self-harm,Number,2019,9.027500260127777,12.957100610025735,6.065814283450308
Deaths,Slovakia,Female,85 to 89,Self-harm,Number,2019,3.1254737238615413,4.4244884337500725,2.146557095156446
Deaths,Slovakia,Male,85 to 89,Self-harm,Percent,2019,0.0035925618559359395,0.005036683690971428,0.0024841010272049963
Deaths,Slovakia,Female,85 to 89,Self-harm,Percent,2019,0.0006198237558566208,0.0008430240361663852,0.00044530973447299036
Deaths,Slovakia,Male,85 to 89,Self-harm,Rate,2019,55.263594499881314,79.31940552461326,37.13305912078047
Deaths,Slovakia,Female,85 to 89,Self-harm,Rate,2019,7.943710101483312,11.245288417159514,5.455693692134958
Deaths,Tajikistan,Male,10 to 14,Self-harm,Number,2019,5.843277962681956,9.774769218170983,3.2117202330900145
Deaths,Tajikistan,Female,10 to 14,Self-harm,Number,2019,3.058350457145522,5.2635360808775955,1.577632161727148
Deaths,Tajikistan,Male,10 to 14,Self-harm,Percent,2019,0.027452314634277233,0.043798458628777764,0.015237323288334242
Deaths,Tajikistan,Female,10 to 14,Self-harm,Percent,2019,0.02298481480972074,0.039232225304009,0.01183812928900157
Deaths,Tajikistan,Male,10 to 14,Self-harm,Rate,2019,1.1918062193728578,1.9936807424789318,0.6550686400900665
Deaths,Tajikistan,Female,10 to 14,Self-harm,Rate,2019,0.6649012457705821,1.1443200334210069,0.3429854113838739
Deaths,Tajikistan,Male,15 to 19,Self-harm,Number,2019,20.979330007277632,32.44136641926652,13.203997436071312
Deaths,Tajikistan,Female,15 to 19,Self-harm,Number,2019,17.993991255764826,26.913339266341115,11.256258576241297
Deaths,Tajikistan,Male,15 to 19,Self-harm,Percent,2019,0.07349280267223142,0.10806608621416394,0.04807665311233632
Deaths,Tajikistan,Female,15 to 19,Self-harm,Percent,2019,0.10199852488878745,0.15026516030320278,0.06426099809293503
Deaths,Tajikistan,Male,15 to 19,Self-harm,Rate,2019,4.7212070681676765,7.30063392808671,2.971439316776215
Deaths,Tajikistan,Female,15 to 19,Self-harm,Rate,2019,4.2771384813516695,6.397251026831605,2.675591869983936
Deaths,Tajikistan,Male,20 to 24,Self-harm,Number,2019,32.40970563618106,47.107419347288435,20.951521421188023
Deaths,Tajikistan,Female,20 to 24,Self-harm,Number,2019,21.435202672767446,33.635434286414274,12.840147577188938
Deaths,Tajikistan,Male,20 to 24,Self-harm,Percent,2019,0.06541905715237194,0.09147971856992174,0.044694482905879344
Deaths,Tajikistan,Female,20 to 24,Self-harm,Percent,2019,0.0743672746120701,0.10904406671224598,0.046663348193371215
Deaths,Tajikistan,Male,20 to 24,Self-harm,Rate,2019,7.217183138729967,10.490156141461132,4.665607544516894
Deaths,Tajikistan,Female,20 to 24,Self-harm,Rate,2019,4.940662974287855,7.752730279247868,2.9595634194588554
Deaths,Tajikistan,Male,25 to 29,Self-harm,Number,2019,40.55080170092115,58.814765639623886,27.84921474238012
Deaths,Tajikistan,Female,25 to 29,Self-harm,Number,2019,20.89331658712545,31.92472243766297,12.654588938202286
Deaths,Tajikistan,Male,25 to 29,Self-harm,Percent,2019,0.0643650740887818,0.09004481902654507,0.044958618481487266
Deaths,Tajikistan,Female,25 to 29,Self-harm,Percent,2019,0.05358583581572147,0.07685628776927898,0.03505248245960318
Deaths,Tajikistan,Male,25 to 29,Self-harm,Rate,2019,9.066945975899143,13.150672249903376,6.22693793831056
Deaths,Tajikistan,Female,25 to 29,Self-harm,Rate,2019,4.780362084049777,7.304332562445207,2.8953525352070817
Deaths,Tajikistan,Male,30 to 34,Self-harm,Number,2019,45.90564358112979,65.15705108183707,30.54337241232745
Deaths,Tajikistan,Female,30 to 34,Self-harm,Number,2019,15.035797242281898,23.72850811445226,9.478337856795171
Deaths,Tajikistan,Male,30 to 34,Self-harm,Percent,2019,0.05857769743893294,0.07999539781914963,0.040302701649643294
Deaths,Tajikistan,Female,30 to 34,Self-harm,Percent,2019,0.031133451810770662,0.04658527637938254,0.020542426755181687
Deaths,Tajikistan,Male,30 to 34,Self-harm,Rate,2019,11.266167378030266,15.990849622868469,7.495957338636312
Deaths,Tajikistan,Female,30 to 34,Self-harm,Rate,2019,3.715284509941195,5.863218106834439,2.3420588381116016
Deaths,Tajikistan,Male,35 to 39,Self-harm,Number,2019,46.14119307893487,67.35982141450332,26.784857497338976
Deaths,Tajikistan,Female,35 to 39,Self-harm,Number,2019,10.400506492549905,15.904993355968056,6.3255482604323525
Deaths,Tajikistan,Male,35 to 39,Self-harm,Percent,2019,0.05515511747963772,0.0770338735581019,0.03269283638967592
Deaths,Tajikistan,Female,35 to 39,Self-harm,Percent,2019,0.022111388597010485,0.03203522735652451,0.014680119386515653
Deaths,Tajikistan,Male,35 to 39,Self-harm,Rate,2019,14.959436429390756,21.83872802381892,8.683918777658567
Deaths,Tajikistan,Female,35 to 39,Self-harm,Rate,2019,3.454416349174697,5.282672446935872,2.1009628083001033
Deaths,Tajikistan,Male,40 to 44,Self-harm,Number,2019,37.667408626575764,54.71299299213989,21.36592280621092
Deaths,Tajikistan,Female,40 to 44,Self-harm,Number,2019,7.309420967245152,11.043556978737612,4.528910804890337
Deaths,Tajikistan,Male,40 to 44,Self-harm,Percent,2019,0.042110444746180434,0.057887720617950014,0.024210830651365773
Deaths,Tajikistan,Female,40 to 44,Self-harm,Percent,2019,0.013776480337933836,0.020252567432208355,0.009169444099966938
Deaths,Tajikistan,Male,40 to 44,Self-harm,Rate,2019,15.548761122486619,22.58502215442698,8.819657151590551
Deaths,Tajikistan,Female,40 to 44,Self-harm,Rate,2019,3.0206324499494848,4.563771428999176,1.8715812102602873
Deaths,Tajikistan,Male,45 to 49,Self-harm,Number,2019,30.657440990863865,46.86199379762999,16.38930501432674
Deaths,Tajikistan,Female,45 to 49,Self-harm,Number,2019,7.660549752847866,11.765261156490482,4.854204692728608
Deaths,Tajikistan,Male,45 to 49,Self-harm,Percent,2019,0.028127466393260088,0.04015856512879639,0.014837447485035017
Deaths,Tajikistan,Female,45 to 49,Self-harm,Percent,2019,0.010808246715835586,0.015588158017308078,0.007129556591428279
Deaths,Tajikistan,Male,45 to 49,Self-harm,Rate,2019,14.452076748758513,22.090987018943345,7.726003419412892
Deaths,Tajikistan,Female,45 to 49,Self-harm,Rate,2019,3.5034370411557827,5.380664973711137,2.219997398951081
Deaths,Tajikistan,Male,50 to 54,Self-harm,Number,2019,23.352985336540172,34.53832788913749,13.413670251846716
Deaths,Tajikistan,Female,50 to 54,Self-harm,Number,2019,5.4717554908348545,8.499574262264597,3.3389497375146426
Deaths,Tajikistan,Male,50 to 54,Self-harm,Percent,2019,0.015566846773371498,0.022134311116774157,0.009489128388551857
Deaths,Tajikistan,Female,50 to 54,Self-harm,Percent,2019,0.005268388911430666,0.008105812944957644,0.0034129257963128206
Deaths,Tajikistan,Male,50 to 54,Self-harm,Rate,2019,12.11595755030056,17.91911862798905,6.959258399859134
Deaths,Tajikistan,Female,50 to 54,Self-harm,Rate,2019,2.7100914456949097,4.209731874678008,1.6537396702759208
Deaths,Tajikistan,Male,55 to 59,Self-harm,Number,2019,20.58876396244115,30.238576159510565,12.937026639988982
Deaths,Tajikistan,Female,55 to 59,Self-harm,Number,2019,6.2653716457811415,9.626526829986547,3.878905423928833
Deaths,Tajikistan,Male,55 to 59,Self-harm,Percent,2019,0.008669920408995632,0.011730759289707774,0.005702115404392793
Deaths,Tajikistan,Female,55 to 59,Self-harm,Percent,2019,0.0037541345751075502,0.005527037434186625,0.0024112940551923806
Deaths,Tajikistan,Male,55 to 59,Self-harm,Rate,2019,11.939772603628443,17.53586198086893,7.502400655538778
Deaths,Tajikistan,Female,55 to 59,Self-harm,Rate,2019,3.497676107156616,5.374058362654106,2.165419003090052
Deaths,Tajikistan,Male,60 to 64,Self-harm,Number,2019,11.964027407399628,18.057038257666225,7.517205503192028
Deaths,Tajikistan,Female,60 to 64,Self-harm,Number,2019,4.865946793198996,7.2902132246492934,3.0913761798634027
Deaths,Tajikistan,Male,60 to 64,Self-harm,Percent,2019,0.004399907650272722,0.0062566256368760545,0.0028709208372553526
Deaths,Tajikistan,Female,60 to 64,Self-harm,Percent,2019,0.0022647617811878784,0.003276557292004655,0.0014788280461684356
Deaths,Tajikistan,Male,60 to 64,Self-harm,Rate,2019,10.277975806250643,15.512318387874183,6.4578300986368875
Deaths,Tajikistan,Female,60 to 64,Self-harm,Rate,2019,3.8740949639866056,5.804210267871586,2.4612445222245163
Deaths,Tajikistan,Male,65 to 69,Self-harm,Number,2019,7.557238143311737,11.574605186707382,4.837337904729433
